"","Manufacturer","Product","Gauge.Unit","Gauge","B..Tesla.","Frequency..Hz.","Temperature..C.","Loss..W.kg."
"2499","China Steels","50CS600AC","mm",NA,0.4,60,NA,0.4918
"2500","China Steels","50CS600AC","mm",NA,0.5,60,NA,0.7012
"2501","China Steels","50CS600AC","mm",NA,0.6,60,NA,0.949
"2502","China Steels","50CS600AC","mm",NA,0.7,60,NA,1.2196
"2503","China Steels","50CS600AC","mm",NA,0.8,60,NA,1.5415
"2504","China Steels","50CS600AC","mm",NA,0.9,60,NA,1.9344
"2505","China Steels","50CS600AC","mm",NA,1,60,NA,2.3794
"2506","China Steels","50CS600AC","mm",NA,1.1,60,NA,2.8555
"2507","China Steels","50CS600AC","mm",NA,1.2,60,NA,3.3665
"2508","China Steels","50CS600AC","mm",NA,1.3,60,NA,3.9422
"2509","China Steels","50CS600AC","mm",NA,1.4,60,NA,4.65
"2510","China Steels","50CS600AC","mm",NA,1.5,60,NA,5.5838
"2511","China Steels","50CS600AC","mm",NA,1.6,60,NA,6.703
"2512","China Steels","50CS600AC","mm",NA,1.7,60,NA,7.6557
"2513","China Steels","50CS600AC","mm",NA,1.8,60,NA,8.6834
"2514","China Steels","50CS600AC","mm",NA,1.9,60,NA,9.4033
"2515","China Steels","50CS800","mm",NA,0,100,NA,0
"2516","China Steels","50CS800","mm",NA,0.05,100,NA,0.0175
"2517","China Steels","50CS800","mm",NA,0.1,100,NA,0.0816
"2518","China Steels","50CS800","mm",NA,0.15,100,NA,0.1821
"2519","China Steels","50CS800","mm",NA,0.2,100,NA,0.3408
"2520","China Steels","50CS800","mm",NA,0.25,100,NA,0.511
"2521","China Steels","50CS800","mm",NA,0.3,100,NA,0.7344
"2522","China Steels","50CS800","mm",NA,0.35,100,NA,0.9698
"2523","China Steels","50CS800","mm",NA,0.4,100,NA,1.1931
"2524","China Steels","50CS800","mm",NA,0.45,100,NA,1.4911
"2525","China Steels","50CS800","mm",NA,0.5,100,NA,1.7904
"2526","China Steels","50CS800","mm",NA,0.55,100,NA,2.0918
"2527","China Steels","50CS800","mm",NA,0.6,100,NA,2.4004
"2528","China Steels","50CS800","mm",NA,0.65,100,NA,2.7585
"2529","China Steels","50CS800","mm",NA,0.7,100,NA,3.1165
"2530","China Steels","50CS800","mm",NA,0.75,100,NA,3.4861
"2531","China Steels","50CS800","mm",NA,0.8,100,NA,3.9766
"2532","China Steels","50CS800","mm",NA,0.85,100,NA,4.4671
"2533","China Steels","50CS800","mm",NA,0.9,100,NA,4.8955
"2534","China Steels","50CS800","mm",NA,0.95,100,NA,5.3218
"2535","China Steels","50CS800","mm",NA,1,100,NA,5.7482
"2536","China Steels","50CS800","mm",NA,0,200,NA,0
"2537","China Steels","50CS800","mm",NA,0.05,200,NA,0.0446
"2538","China Steels","50CS800","mm",NA,0.1,200,NA,0.1919
"2539","China Steels","50CS800","mm",NA,0.15,200,NA,0.4454
"2540","China Steels","50CS800","mm",NA,0.2,200,NA,0.8057
"2541","China Steels","50CS800","mm",NA,0.25,200,NA,1.2539
"2542","China Steels","50CS800","mm",NA,0.3,200,NA,1.7158
"2543","China Steels","50CS800","mm",NA,0.35,200,NA,2.2736
"2544","China Steels","50CS800","mm",NA,0.4,200,NA,2.9139
"2545","China Steels","50CS800","mm",NA,0.45,200,NA,3.6258
"2546","China Steels","50CS800","mm",NA,0.5,200,NA,4.4051
"2547","China Steels","50CS800","mm",NA,0.55,200,NA,5.1529
"2548","China Steels","50CS800","mm",NA,0.6,200,NA,5.8714
"2549","China Steels","50CS800","mm",NA,0.65,200,NA,6.7184
"2550","China Steels","50CS800","mm",NA,0.7,200,NA,7.8327
"2551","China Steels","50CS800","mm",NA,0.75,200,NA,8.9769
"2552","China Steels","50CS800","mm",NA,0.8,200,NA,10.1484
"2553","China Steels","50CS800","mm",NA,0.85,200,NA,11.334
"2554","China Steels","50CS800","mm",NA,0.9,200,NA,12.5355
"2555","China Steels","50CS800","mm",NA,0.95,200,NA,13.7371
"2556","China Steels","50CS800","mm",NA,1,200,NA,14.9387
"2557","China Steels","50CS800","mm",NA,0,400,NA,0
"2558","China Steels","50CS800","mm",NA,0.05,400,NA,0.1201
"2559","China Steels","50CS800","mm",NA,0.1,400,NA,0.5112
"2560","China Steels","50CS800","mm",NA,0.15,400,NA,1.1324
"2561","China Steels","50CS800","mm",NA,0.2,400,NA,2.0201
"2562","China Steels","50CS800","mm",NA,0.25,400,NA,3.1767
"2563","China Steels","50CS800","mm",NA,0.3,400,NA,4.5165
"2564","China Steels","50CS800","mm",NA,0.35,400,NA,5.9934
"2565","China Steels","50CS800","mm",NA,0.4,400,NA,7.6782
"2566","China Steels","50CS800","mm",NA,0.45,400,NA,9.4196
"2567","China Steels","50CS800","mm",NA,0.5,400,NA,11.1807
"2568","China Steels","50CS800","mm",NA,0.55,400,NA,13.7054
"2569","China Steels","50CS800","mm",NA,0.6,400,NA,16.3819
"2570","China Steels","50CS800","mm",NA,0.65,400,NA,18.8221
"2571","China Steels","50CS800","mm",NA,0.7,400,NA,21.2622
"2572","China Steels","50CS800","mm",NA,0.75,400,NA,24.0966
"2573","China Steels","50CS800","mm",NA,0.8,400,NA,28.0146
"2574","China Steels","50CS800","mm",NA,0.85,400,NA,32.2675
"2575","China Steels","50CS800","mm",NA,0.9,400,NA,36.8681
"2576","China Steels","50CS800","mm",NA,0.95,400,NA,41.4686
"2577","China Steels","50CS800","mm",NA,1,400,NA,46.0692
"2578","China Steels","50CS800","mm",NA,0,1000,NA,0
"2579","China Steels","50CS800","mm",NA,0.05,1000,NA,0.5536
"2580","China Steels","50CS800","mm",NA,0.1,1000,NA,2.2397
"2581","China Steels","50CS800","mm",NA,0.15,1000,NA,4.7684
"2582","China Steels","50CS800","mm",NA,0.2,1000,NA,8.1534
"2583","China Steels","50CS800","mm",NA,0.25,1000,NA,12.6579
"2584","China Steels","50CS800","mm",NA,0.3,1000,NA,17.8241
"2585","China Steels","50CS800","mm",NA,0.35,1000,NA,23.6205
"2586","China Steels","50CS800","mm",NA,0.4,1000,NA,29.6615
"2587","China Steels","50CS800","mm",NA,0.45,1000,NA,NA
"2588","China Steels","50CS800","mm",NA,0.5,1000,NA,NA
"2589","China Steels","50CS800","mm",NA,0.55,1000,NA,NA
"2590","China Steels","50CS800","mm",NA,0.6,1000,NA,NA
"2591","China Steels","50CS800","mm",NA,0.65,1000,NA,NA
"2592","China Steels","50CS800","mm",NA,0.7,1000,NA,NA
"2593","China Steels","50CS800","mm",NA,0.75,1000,NA,NA
"2594","China Steels","50CS800","mm",NA,0.8,1000,NA,NA
"2595","China Steels","50CS800","mm",NA,0.85,1000,NA,NA
"2596","China Steels","50CS800","mm",NA,0.9,1000,NA,NA
"2597","China Steels","50CS800","mm",NA,0.95,1000,NA,NA
"2598","China Steels","50CS800","mm",NA,1,1000,NA,NA
"2599","China Steels","50CS800","mm",NA,0,2000,NA,0
"2600","China Steels","50CS800","mm",NA,0.05,2000,NA,1.7865
"2601","China Steels","50CS800","mm",NA,0.1,2000,NA,6.7421
"2602","China Steels","50CS800","mm",NA,0.15,2000,NA,13.6216
"2603","China Steels","50CS800","mm",NA,0.2,2000,NA,24.1559
"2604","China Steels","50CS800","mm",NA,0.25,2000,NA,NA
"2605","China Steels","50CS800","mm",NA,0.3,2000,NA,NA
"2606","China Steels","50CS800","mm",NA,0.35,2000,NA,NA
"2607","China Steels","50CS800","mm",NA,0.4,2000,NA,NA
"2608","China Steels","50CS800","mm",NA,0.45,2000,NA,NA
"2609","China Steels","50CS800","mm",NA,0.5,2000,NA,NA
"2610","China Steels","50CS800","mm",NA,0.55,2000,NA,NA
"2611","China Steels","50CS800","mm",NA,0.6,2000,NA,NA
"2612","China Steels","50CS800","mm",NA,0.65,2000,NA,NA
"2613","China Steels","50CS800","mm",NA,0.7,2000,NA,NA
"2614","China Steels","50CS800","mm",NA,0.75,2000,NA,NA
"2615","China Steels","50CS800","mm",NA,0.8,2000,NA,NA
"2616","China Steels","50CS800","mm",NA,0.85,2000,NA,NA
"2617","China Steels","50CS800","mm",NA,0.9,2000,NA,NA
"2618","China Steels","50CS800","mm",NA,0.95,2000,NA,NA
"2619","China Steels","50CS800","mm",NA,1,2000,NA,NA
"2620","China Steels","50CS800","mm",NA,0,50,NA,0
"2621","China Steels","50CS800","mm",NA,0.1,50,NA,0.1145
"2622","China Steels","50CS800","mm",NA,0.2,50,NA,0.2289
"2623","China Steels","50CS800","mm",NA,0.3,50,NA,0.3434
"2624","China Steels","50CS800","mm",NA,0.4,50,NA,0.5473
"2625","China Steels","50CS800","mm",NA,0.5,50,NA,0.7846
"2626","China Steels","50CS800","mm",NA,0.6,50,NA,1.043
"2627","China Steels","50CS800","mm",NA,0.7,50,NA,1.3431
"2628","China Steels","50CS800","mm",NA,0.8,50,NA,1.6904
"2629","China Steels","50CS800","mm",NA,0.9,50,NA,2.0523
"2630","China Steels","50CS800","mm",NA,1,50,NA,2.4825
"2631","China Steels","50CS800","mm",NA,1.1,50,NA,2.9325
"2632","China Steels","50CS800","mm",NA,1.2,50,NA,3.412
"2633","China Steels","50CS800","mm",NA,1.3,50,NA,3.938
"2634","China Steels","50CS800","mm",NA,1.4,50,NA,4.5256
"2635","China Steels","50CS800","mm",NA,1.5,50,NA,5.1852
"2636","China Steels","50CS800","mm",NA,1.6,50,NA,5.8197
"2637","China Steels","50CS800","mm",NA,1.7,50,NA,6.5129
"2638","China Steels","50CS800","mm",NA,1.8,50,NA,7.1004
"2639","China Steels","50CS800","mm",NA,1.9,50,NA,7.614
"2640","China Steels","50CS800","mm",NA,0,60,NA,0
"2641","China Steels","50CS800","mm",NA,0.1,60,NA,0.1291
"2642","China Steels","50CS800","mm",NA,0.2,60,NA,0.2582
"2643","China Steels","50CS800","mm",NA,0.3,60,NA,0.4294
"2644","China Steels","50CS800","mm",NA,0.4,60,NA,0.6951
"2645","China Steels","50CS800","mm",NA,0.5,60,NA,0.9765
"2646","China Steels","50CS800","mm",NA,0.6,60,NA,1.3077
"2647","China Steels","50CS800","mm",NA,0.7,60,NA,1.6813
"2648","China Steels","50CS800","mm",NA,0.8,60,NA,2.1192
"2649","China Steels","50CS800","mm",NA,0.9,60,NA,2.5766
"2650","China Steels","50CS800","mm",NA,1,60,NA,3.0637
"2651","China Steels","50CS800","mm",NA,1.1,60,NA,3.5956
"2652","China Steels","50CS800","mm",NA,1.2,60,NA,4.232
"2653","China Steels","50CS800","mm",NA,1.3,60,NA,4.9319
"2654","China Steels","50CS800","mm",NA,1.4,60,NA,5.6267
"2655","China Steels","50CS800","mm",NA,1.5,60,NA,6.3895
"2656","China Steels","50CS800","mm",NA,1.6,60,NA,7.2981
"2657","China Steels","50CS800","mm",NA,1.7,60,NA,8.1357
"2658","China Steels","50CS800","mm",NA,1.8,60,NA,8.8795
"2659","China Steels","50CS800","mm",NA,1.9,60,NA,9.5334
"2660","Posco","50PN1300","mm",NA,0,50,NA,0
"2661","Posco","50PN1300","mm",NA,0.1,50,NA,0.1527
"2662","Posco","50PN1300","mm",NA,0.2,50,NA,0.3053
"2663","Posco","50PN1300","mm",NA,0.3,50,NA,0.717
"2664","Posco","50PN1300","mm",NA,0.4,50,NA,1.4492
"2665","Posco","50PN1300","mm",NA,0.5,50,NA,2.3568
"2666","Posco","50PN1300","mm",NA,0.6,50,NA,3.4498
"2667","Posco","50PN1300","mm",NA,0.7,50,NA,4.1104
"2668","Posco","50PN1300","mm",NA,0.8,50,NA,4.8245
"2669","Posco","50PN1300","mm",NA,0.9,50,NA,5.6586
"2670","Posco","50PN1300","mm",NA,1,50,NA,6.6065
"2671","Posco","50PN1300","mm",NA,1.1,50,NA,7.1175
"2672","Posco","50PN1300","mm",NA,1.2,50,NA,7.6189
"2673","Posco","50PN1300","mm",NA,1.3,50,NA,8.1373
"2674","Posco","50PN1300","mm",NA,1.4,50,NA,8.6981
"2675","Posco","50PN1300","mm",NA,1.5,50,NA,9.2716
"2676","Posco","50PN1300","mm",NA,1.6,50,NA,9.8581
"2677","Posco","50PN1300","mm",NA,1.7,50,NA,10.409
"2678","Posco","50PN1300","mm",NA,1.8,50,NA,10.9516
"2679","Posco","50PN1300","mm",NA,0,60,NA,0
"2680","Posco","50PN1300","mm",NA,0.1,60,NA,0.1943
"2681","Posco","50PN1300","mm",NA,0.2,60,NA,0.3886
"2682","Posco","50PN1300","mm",NA,0.3,60,NA,0.8878
"2683","Posco","50PN1300","mm",NA,0.4,60,NA,1.843
"2684","Posco","50PN1300","mm",NA,0.5,60,NA,2.9962
"2685","Posco","50PN1300","mm",NA,0.6,60,NA,4.3876
"2686","Posco","50PN1300","mm",NA,0.7,60,NA,5.2498
"2687","Posco","50PN1300","mm",NA,0.8,60,NA,6.1621
"2688","Posco","50PN1300","mm",NA,0.9,60,NA,7.2376
"2689","Posco","50PN1300","mm",NA,1,60,NA,8.5245
"2690","Posco","50PN1300","mm",NA,1.1,60,NA,9.2461
"2691","Posco","50PN1300","mm",NA,1.2,60,NA,9.8813
"2692","Posco","50PN1300","mm",NA,1.3,60,NA,10.5317
"2693","Posco","50PN1300","mm",NA,1.4,60,NA,11.2182
"2694","Posco","50PN1300","mm",NA,1.5,60,NA,12.0047
"2695","Posco","50PN1300","mm",NA,1.6,60,NA,12.8218
"2696","Posco","50PN1300","mm",NA,1.7,60,NA,13.6085
"2697","Posco","50PN1300","mm",NA,1.8,60,NA,14.3953
"2698","Posco","50PN250","mm",NA,0,50,NA,0
"2699","Posco","50PN250","mm",NA,0.1,50,NA,0.0499
"2700","Posco","50PN250","mm",NA,0.2,50,NA,0.0998
"2701","Posco","50PN250","mm",NA,0.3,50,NA,0.2286
"2702","Posco","50PN250","mm",NA,0.4,50,NA,0.4617
"2703","Posco","50PN250","mm",NA,0.5,50,NA,0.7477
"2704","Posco","50PN250","mm",NA,0.6,50,NA,1.095
"2705","Posco","50PN250","mm",NA,0.7,50,NA,1.2589
"2706","Posco","50PN250","mm",NA,0.8,50,NA,1.4754
"2707","Posco","50PN250","mm",NA,0.9,50,NA,1.7335
"2708","Posco","50PN250","mm",NA,1,50,NA,2.0364
"2709","Posco","50PN250","mm",NA,1.1,50,NA,2.2237
"2710","Posco","50PN250","mm",NA,1.2,50,NA,2.4
"2711","Posco","50PN250","mm",NA,1.3,50,NA,2.5601
"2712","Posco","50PN250","mm",NA,1.4,50,NA,2.6687
"2713","Posco","50PN250","mm",NA,1.5,50,NA,2.7838
"2714","Posco","50PN250","mm",NA,1.6,50,NA,2.8988
"2715","Posco","50PN250","mm",NA,1.7,50,NA,3.0364
"2716","Posco","50PN250","mm",NA,1.8,50,NA,3.1796
"2717","Posco","50PN250","mm",NA,0,60,NA,0
"2718","Posco","50PN250","mm",NA,0.1,60,NA,0.0636
"2719","Posco","50PN250","mm",NA,0.2,60,NA,0.1273
"2720","Posco","50PN250","mm",NA,0.3,60,NA,0.2959
"2721","Posco","50PN250","mm",NA,0.4,60,NA,0.5875
"2722","Posco","50PN250","mm",NA,0.5,60,NA,0.9486
"2723","Posco","50PN250","mm",NA,0.6,60,NA,1.4041
"2724","Posco","50PN250","mm",NA,0.7,60,NA,1.6173
"2725","Posco","50PN250","mm",NA,0.8,60,NA,1.9318
"2726","Posco","50PN250","mm",NA,0.9,60,NA,2.245
"2727","Posco","50PN250","mm",NA,1,60,NA,2.65
"2728","Posco","50PN250","mm",NA,1.1,60,NA,2.8548
"2729","Posco","50PN250","mm",NA,1.2,60,NA,3.0049
"2730","Posco","50PN250","mm",NA,1.3,60,NA,3.1945
"2731","Posco","50PN250","mm",NA,1.4,60,NA,3.3841
"2732","Posco","50PN250","mm",NA,1.5,60,NA,3.5799
"2733","Posco","50PN250","mm",NA,1.6,60,NA,3.776
"2734","Posco","50PN250","mm",NA,1.7,60,NA,3.8577
"2735","Posco","50PN250","mm",NA,1.8,60,NA,3.9122
"2736","Posco","50PN290","mm",NA,0,50,NA,0
"2737","Posco","50PN290","mm",NA,0.1,50,NA,0.0493
"2738","Posco","50PN290","mm",NA,0.2,50,NA,0.0987
"2739","Posco","50PN290","mm",NA,0.3,50,NA,0.2249
"2740","Posco","50PN290","mm",NA,0.4,50,NA,0.4716
"2741","Posco","50PN290","mm",NA,0.5,50,NA,0.7724
"2742","Posco","50PN290","mm",NA,0.6,50,NA,1.1252
"2743","Posco","50PN290","mm",NA,0.7,50,NA,1.3423
"2744","Posco","50PN290","mm",NA,0.8,50,NA,1.5871
"2745","Posco","50PN290","mm",NA,0.9,50,NA,1.8834
"2746","Posco","50PN290","mm",NA,1,50,NA,2.2419
"2747","Posco","50PN290","mm",NA,1.1,50,NA,2.4302
"2748","Posco","50PN290","mm",NA,1.2,50,NA,2.6157
"2749","Posco","50PN290","mm",NA,1.3,50,NA,2.8016
"2750","Posco","50PN290","mm",NA,1.4,50,NA,2.9952
"2751","Posco","50PN290","mm",NA,1.5,50,NA,3.171
"2752","Posco","50PN290","mm",NA,1.6,50,NA,3.3428
"2753","Posco","50PN290","mm",NA,1.7,50,NA,3.4989
"2754","Posco","50PN290","mm",NA,1.8,50,NA,3.655
"2755","Posco","50PN290","mm",NA,0,60,NA,0
"2756","Posco","50PN290","mm",NA,0.1,60,NA,0.0639
"2757","Posco","50PN290","mm",NA,0.2,60,NA,0.1277
"2758","Posco","50PN290","mm",NA,0.3,60,NA,0.2894
"2759","Posco","50PN290","mm",NA,0.4,60,NA,0.6048
"2760","Posco","50PN290","mm",NA,0.5,60,NA,0.9878
"2761","Posco","50PN290","mm",NA,0.6,60,NA,1.4469
"2762","Posco","50PN290","mm",NA,0.7,60,NA,1.7197
"2763","Posco","50PN290","mm",NA,0.8,60,NA,2.028
"2764","Posco","50PN290","mm",NA,0.9,60,NA,2.4178
"2765","Posco","50PN290","mm",NA,1,60,NA,2.8972
"2766","Posco","50PN290","mm",NA,1.1,60,NA,3.1548
"2767","Posco","50PN290","mm",NA,1.2,60,NA,3.4219
"2768","Posco","50PN290","mm",NA,1.3,60,NA,3.6843
"2769","Posco","50PN290","mm",NA,1.4,60,NA,3.9378
"2770","Posco","50PN290","mm",NA,1.5,60,NA,4.1642
"2771","Posco","50PN290","mm",NA,1.6,60,NA,4.3685
"2772","Posco","50PN290","mm",NA,1.7,60,NA,4.5303
"2773","Posco","50PN290","mm",NA,1.8,60,NA,4.6933
"2774","Posco","50PN310","mm",NA,0,50,NA,0
"2775","Posco","50PN310","mm",NA,0.1,50,NA,0.0518
"2776","Posco","50PN310","mm",NA,0.2,50,NA,0.1036
"2777","Posco","50PN310","mm",NA,0.3,50,NA,0.2467
"2778","Posco","50PN310","mm",NA,0.4,50,NA,0.5018
"2779","Posco","50PN310","mm",NA,0.5,50,NA,0.8132
"2780","Posco","50PN310","mm",NA,0.6,50,NA,1.1834
"2781","Posco","50PN310","mm",NA,0.7,50,NA,1.3982
"2782","Posco","50PN310","mm",NA,0.8,50,NA,1.6449
"2783","Posco","50PN310","mm",NA,0.9,50,NA,1.9385
"2784","Posco","50PN310","mm",NA,1,50,NA,2.2964
"2785","Posco","50PN310","mm",NA,1.1,50,NA,2.4981
"2786","Posco","50PN310","mm",NA,1.2,50,NA,2.7087
"2787","Posco","50PN310","mm",NA,1.3,50,NA,2.8955
"2788","Posco","50PN310","mm",NA,1.4,50,NA,3.0752
"2789","Posco","50PN310","mm",NA,1.5,50,NA,3.2267
"2790","Posco","50PN310","mm",NA,1.6,50,NA,3.365
"2791","Posco","50PN310","mm",NA,1.7,50,NA,3.4789
"2792","Posco","50PN310","mm",NA,1.8,50,NA,3.5927
"2793","Posco","50PN310","mm",NA,0,60,NA,0
"2794","Posco","50PN310","mm",NA,0.1,60,NA,0.0663
"2795","Posco","50PN310","mm",NA,0.2,60,NA,0.1327
"2796","Posco","50PN310","mm",NA,0.3,60,NA,0.3111
"2797","Posco","50PN310","mm",NA,0.4,60,NA,0.6361
"2798","Posco","50PN310","mm",0.35,0.5,60,NA,1.0357
"2799","Posco","50PN310","mm",0.35,0.6,60,NA,1.5115
"2800","Posco","50PN310","mm",0.35,0.7,60,NA,1.7906
"2801","Posco","50PN310","mm",0.35,0.8,60,NA,2.1136
"2802","Posco","50PN310","mm",0.35,0.9,60,NA,2.4883
"2803","Posco","50PN310","mm",0.35,1,60,NA,2.9516
"2804","Posco","50PN310","mm",0.35,1.1,60,NA,3.2049
"2805","Posco","50PN310","mm",0.35,1.2,60,NA,3.4615
"2806","Posco","50PN310","mm",0.35,1.3,60,NA,3.6952
"2807","Posco","50PN310","mm",0.35,1.4,60,NA,3.9202
"2808","Posco","50PN310","mm",0.35,1.5,60,NA,4.1179
"2809","Posco","50PN310","mm",0.35,1.6,60,NA,4.2984
"2810","Posco","50PN310","mm",0.35,1.7,60,NA,4.4637
"2811","Posco","50PN310","mm",0.35,1.8,60,NA,4.6291
"2812","Posco","50PN350","mm",0.35,0,50,NA,0
"2813","Posco","50PN350","mm",0.35,0.1,50,NA,0.0621
"2814","Posco","50PN350","mm",0.35,0.2,50,NA,0.1241
"2815","Posco","50PN350","mm",0.35,0.3,50,NA,0.2809
"2816","Posco","50PN350","mm",0.35,0.4,50,NA,0.5691
"2817","Posco","50PN350","mm",0.35,0.5,50,NA,0.9141
"2818","Posco","50PN350","mm",0.35,0.6,50,NA,1.3158
"2819","Posco","50PN350","mm",0.35,0.7,50,NA,1.5485
"2820","Posco","50PN350","mm",0.35,0.8,50,NA,1.8112
"2821","Posco","50PN350","mm",0.35,0.9,50,NA,2.1195
"2822","Posco","50PN350","mm",0.35,1,50,NA,2.4873
"2823","Posco","50PN350","mm",0.35,1.1,50,NA,2.702
"2824","Posco","50PN350","mm",0.35,1.2,50,NA,2.9406
"2825","Posco","50PN350","mm",0.35,1.3,50,NA,3.1812
"2826","Posco","50PN350","mm",0.35,1.4,50,NA,3.4216
"2827","Posco","50PN350","mm",0.35,1.5,50,NA,3.6425
"2828","Posco","50PN350","mm",0.35,1.6,50,NA,3.861
"2829","Posco","50PN350","mm",0.35,1.7,50,NA,4.0744
"2830","Posco","50PN350","mm",0.35,1.8,50,NA,4.2879
"2831","Posco","50PN350","mm",0.35,0,60,NA,0
"2832","Posco","50PN350","mm",0.35,0.1,60,NA,0.0783
"2833","Posco","50PN350","mm",0.35,0.2,60,NA,0.1567
"2834","Posco","50PN350","mm",0.35,0.3,60,NA,0.3534
"2835","Posco","50PN350","mm",0.35,0.4,60,NA,0.7189
"2836","Posco","50PN350","mm",NA,0.5,60,NA,1.1614
"2837","Posco","50PN350","mm",NA,0.6,60,NA,1.6839
"2838","Posco","50PN350","mm",NA,0.7,60,NA,1.9869
"2839","Posco","50PN350","mm",NA,0.8,60,NA,2.3182
"2840","Posco","50PN350","mm",NA,0.9,60,NA,2.7162
"2841","Posco","50PN350","mm",NA,1,60,NA,3.2018
"2842","Posco","50PN350","mm",NA,1.1,60,NA,3.4688
"2843","Posco","50PN350","mm",NA,1.2,60,NA,3.7506
"2844","Posco","50PN350","mm",NA,1.3,60,NA,4.0253
"2845","Posco","50PN350","mm",NA,1.4,60,NA,4.2946
"2846","Posco","50PN350","mm",NA,1.5,60,NA,4.5517
"2847","Posco","50PN350","mm",NA,1.6,60,NA,4.7994
"2848","Posco","50PN350","mm",NA,1.7,60,NA,5.0336
"2849","Posco","50PN350","mm",NA,1.8,60,NA,5.2678
"2850","Posco","50PN400","mm",NA,0,50,NA,0
"2851","Posco","50PN400","mm",NA,0.1,50,NA,0.0627
"2852","Posco","50PN400","mm",NA,0.2,50,NA,0.1253
"2853","Posco","50PN400","mm",NA,0.3,50,NA,0.2878
"2854","Posco","50PN400","mm",NA,0.4,50,NA,0.586
"2855","Posco","50PN400","mm",NA,0.5,50,NA,0.948
"2856","Posco","50PN400","mm",NA,0.6,50,NA,1.3753
"2857","Posco","50PN400","mm",NA,0.7,50,NA,1.6229
"2858","Posco","50PN400","mm",NA,0.8,50,NA,1.9095
"2859","Posco","50PN400","mm",NA,0.9,50,NA,2.2455
"2860","Posco","50PN400","mm",NA,1,50,NA,2.6646
"2861","Posco","50PN400","mm",NA,1.1,50,NA,2.8901
"2862","Posco","50PN400","mm",NA,1.2,50,NA,3.1166
"2863","Posco","50PN400","mm",NA,1.3,50,NA,3.3587
"2864","Posco","50PN400","mm",NA,1.4,50,NA,3.6067
"2865","Posco","50PN400","mm",NA,1.5,50,NA,3.8639
"2866","Posco","50PN400","mm",NA,1.6,50,NA,4.1588
"2867","Posco","50PN400","mm",NA,1.7,50,NA,4.4673
"2868","Posco","50PN400","mm",NA,1.8,50,NA,4.7757
"2869","Posco","50PN400","mm",NA,0,60,NA,0
"2870","Posco","50PN400","mm",NA,0.1,60,NA,0.0802
"2871","Posco","50PN400","mm",NA,0.2,60,NA,0.1604
"2872","Posco","50PN400","mm",NA,0.3,60,NA,0.3689
"2873","Posco","50PN400","mm",NA,0.4,60,NA,0.7505
"2874","Posco","50PN400","mm",NA,0.5,60,NA,1.2087
"2875","Posco","50PN400","mm",NA,0.6,60,NA,1.7696
"2876","Posco","50PN400","mm",NA,0.7,60,NA,2.088
"2877","Posco","50PN400","mm",NA,0.8,60,NA,2.4506
"2878","Posco","50PN400","mm",NA,0.9,60,NA,2.8816
"2879","Posco","50PN400","mm",NA,1,60,NA,3.3947
"2880","Posco","50PN400","mm",NA,1.1,60,NA,3.6874
"2881","Posco","50PN400","mm",NA,1.2,60,NA,4.0063
"2882","Posco","50PN400","mm",NA,1.3,60,NA,4.3142
"2883","Posco","50PN400","mm",NA,1.4,60,NA,4.6251
"2884","Posco","50PN400","mm",NA,1.5,60,NA,4.9704
"2885","Posco","50PN400","mm",NA,1.6,60,NA,5.3072
"2886","Posco","50PN400","mm",NA,1.7,60,NA,5.6089
"2887","Posco","50PN400","mm",NA,1.8,60,NA,5.9107
"2888","Posco","50PN470","mm",NA,0,50,NA,0
"2889","Posco","50PN470","mm",NA,0.1,50,NA,0.0665
"2890","Posco","50PN470","mm",NA,0.2,50,NA,0.1331
"2891","Posco","50PN470","mm",NA,0.3,50,NA,0.307
"2892","Posco","50PN470","mm",NA,0.4,50,NA,0.6352
"2893","Posco","50PN470","mm",NA,0.5,50,NA,1.0509
"2894","Posco","50PN470","mm",NA,0.6,50,NA,1.5533
"2895","Posco","50PN470","mm",NA,0.7,50,NA,1.849
"2896","Posco","50PN470","mm",NA,0.8,50,NA,2.1935
"2897","Posco","50PN470","mm",NA,0.9,50,NA,2.6023
"2898","Posco","50PN470","mm",NA,1,50,NA,3.0868
"2899","Posco","50PN470","mm",NA,1.1,50,NA,3.363
"2900","Posco","50PN470","mm",NA,1.2,50,NA,3.6473
"2901","Posco","50PN470","mm",NA,1.3,50,NA,3.9363
"2902","Posco","50PN470","mm",NA,1.4,50,NA,4.2154
"2903","Posco","50PN470","mm",NA,1.5,50,NA,4.485
"2904","Posco","50PN470","mm",NA,1.6,50,NA,4.7906
"2905","Posco","50PN470","mm",NA,1.7,50,NA,5.0207
"2906","Posco","50PN470","mm",NA,1.8,50,NA,5.1567
"2907","Posco","50PN470","mm",NA,0,60,NA,0
"2908","Posco","50PN470","mm",NA,0.1,60,NA,0.0839
"2909","Posco","50PN470","mm",NA,0.2,60,NA,0.1678
"2910","Posco","50PN470","mm",NA,0.3,60,NA,0.3937
"2911","Posco","50PN470","mm",NA,0.4,60,NA,0.8108
"2912","Posco","50PN470","mm",NA,0.5,60,NA,1.3453
"2913","Posco","50PN470","mm",NA,0.6,60,NA,2.0013
"2914","Posco","50PN470","mm",NA,0.7,60,NA,2.3962
"2915","Posco","50PN470","mm",NA,0.8,60,NA,2.8471
"2916","Posco","50PN470","mm",NA,0.9,60,NA,3.3668
"2917","Posco","50PN470","mm",NA,1,60,NA,3.9937
"2918","Posco","50PN470","mm",NA,1.1,60,NA,4.3352
